Start Time,Average of Latency(ms)
1717638236311,29
1717638236312,28
1717638236316,33.5
1717638236317,42
1717638236321,37
1717638236324,34.13333333
1717638236325,35
1717638236335,30.5
1717638236340,37
1717638236349,37
1717638236350,36
1717638236358,35.82352941
1717638236360,37
1717638236364,29
1717638236366,31
1717638236377,26.25
1717638236382,32
1717638236386,29
1717638236393,48
1717638236397,44.41176471
1717638236402,39.5
1717638236403,38
1717638236406,35
1717638236414,27
1717638236415,26
1717638236441,26.375
1717638236442,30.25
1717638236463,18.66666667
1717638236465,22.16666667
1717638236468,27.66666667
1717638236469,29
1717638236472,33.07142857
1717638236473,34.5
1717638236481,25
1717638236482,32
1717638236486,28
1717638236487,27
1717638236489,25
1717638236495,19
1717638236496,18
1717638236498,43
1717638236499,42
1717638236506,29.2
1717638236507,33.875
1717638236508,33
1717638236514,27
1717638236527,31
1717638236540,21
1717638236541,32.46428571
1717638236558,23
1717638236561,40
1717638236562,37
1717638236581,26.05263158
1717638236595,28
1717638236601,25.6
1717638236604,23.42857143
1717638236608,21.57142857
1717638236610,24.6
1717638236623,21
1717638236625,19
1717638236627,28.42857143
1717638236628,32
1717638236632,28
1717638236633,27.75
1717638236634,27.5
1717638236636,25
1717638236644,17.42857143
1717638236655,22.63636364
1717638236657,20.33333333
1717638236660,25.75
1717638236661,27
1717638236662,26
1717638236674,23
1717638236679,31.18181818
1717638236688,57.64705882
1717638236697,48.25
1717638236710,35.88888889
1717638236711,35
1717638236745,22.6
1717638236746,25.09090909
1717638236764,20
1717638236768,27.5
1717638236772,31.17647059
1717638236784,43
1717638236786,41
1717638236795,33
1717638236803,28.75
1717638236804,28.66666667
1717638236827,21.5
1717638236828,20.81818182
1717638236831,25.83333333
1717638236832,31.09090909
1717638236834,44
1717638236848,25.66666667
1717638236849,26
1717638236853,22
1717638236860,24
1717638236862,27
1717638236864,29
1717638236873,31.5
1717638236875,33
1717638236878,30
1717638236879,29
1717638236889,40.45454545
1717638236901,36.66666667
1717638236908,42.11111111
1717638236929,23.5
1717638236930,23
1717638236937,43
1717638236938,42
1717638236951,29
1717638236952,28.5
1717638236953,28
1717638236980,23.875
1717638236981,31.125
1717638237002,22
1717638237012,26.6
1717638237013,44
1717638237024,33.69230769
1717638237035,23
1717638237036,22
1717638237037,27
1717638237038,26.125
1717638237057,29.11111111
1717638237058,28.25
1717638237064,33
1717638237065,32
1717638237083,45
1717638237084,44
1717638237087,41
1717638237088,40.85714286
1717638237097,49.27272727
1717638237128,26.2
1717638237129,26.66666667
1717638237144,29
1717638237145,28
1717638237147,26
1717638237148,25
1717638237154,30.5625
1717638237155,35
1717638237157,33
1717638237171,19
1717638237173,27
1717638237174,26
1717638237184,30
1717638237190,29.69230769
1717638237200,23.84615385
1717638237214,24.66666667
1717638237219,20
1717638237221,35
1717638237222,26.875
1717638237226,41.16666667
1717638237238,24
1717638237239,23.53846154
1717638237246,27
1717638237247,34
1717638237248,33
1717638237249,32
1717638237256,25
1717638237257,23
1717638237267,21.54545455
1717638237268,20.25
1717638237278,23
1717638237279,22
1717638237281,33.53846154
1717638237288,33.4
1717638237289,33
1717638237291,31
1717638237301,20.75
1717638237310,17.75
1717638237315,23.28571429
1717638237321,27.14285714
1717638237322,36.14285714
1717638237326,30
1717638237333,29
1717638237338,31.8
1717638237339,40
1717638237341,37
1717638237346,32
1717638237356,27.28571429
1717638237362,26.33333333
1717638237364,31
1717638237378,24.16666667
1717638237379,25.33333333
1717638237384,32
1717638237385,31
1717638237395,22.66666667
1717638237402,20
1717638237404,26.25
1717638237405,28
1717638237416,27.33333333
1717638237417,27
1717638237418,29
1717638237422,30
1717638237430,48
1717638237431,47
1717638237433,45
1717638237436,42
1717638237444,34
1717638237447,60.35714286
1717638237452,62
1717638237478,37.55
1717638237514,21.65384615
1717638237519,26.6
1717638237535,24.75
1717638237536,31.6
1717638237537,30.33333333
1717638237542,35
1717638237544,33
1717638237550,31
1717638237551,32
1717638237557,44.5
1717638237561,37
1717638237566,32
1717638237568,30
1717638237577,22.5
1717638237583,26.33333333
1717638237585,40
1717638237597,30.8
1717638237598,32.42105263
1717638237600,31
1717638237603,37
1717638237605,37
1717638237625,25.33333333
1717638237627,24
1717638237629,22
1717638237630,21.66666667
1717638237631,22.35294118
1717638237640,36
1717638237642,17
1717638237649,27
1717638237651,39
1717638237653,37.1875
1717638237655,36
1717638237659,35
1717638237676,21
1717638237690,22.09090909
1717638237691,21.66666667
1717638237694,20
1717638237695,19
1717638237701,35
1717638237712,22.04347826
1717638237713,22
1717638237714,20
1717638237734,24.23076923
1717638237735,26
1717638237736,25
1717638237755,23.11111111
1717638237756,25.66666667
1717638237757,30
1717638237761,33.8
1717638237771,27
1717638237779,33.8
1717638237787,31.6
1717638237794,42.7
1717638237798,40
1717638237802,37
1717638237812,32
1717638237813,39.25
1717638237817,68
1717638237819,39.55555556
1717638237838,22.75
1717638237839,28.75
1717638237849,26
1717638237856,43.5
1717638237857,34.33333333
1717638237858,33
1717638237859,32
1717638237860,31.4
1717638237863,29
1717638237864,36
1717638237875,34
1717638237891,33
1717638237892,38.125
1717638237908,24.4
1717638237913,43
1717638237918,28.5
1717638237924,31.84615385
1717638237927,29
1717638237928,18
1717638237931,37.33333333
1717638237938,28
1717638237945,30
1717638237946,20
1717638237955,33.92307692
1717638237956,36.2
1717638237963,36
1717638237966,36.16666667
1717638237975,39
1717638237988,46
1717638237989,38.0625
1717638237998,32.85714286
1717638238004,31
1717638238005,41.5
1717638238007,34
1717638238014,33
1717638238022,39.5
1717638238023,41
1717638238024,40
1717638238033,39.5
1717638238034,27.81818182
1717638238038,27
1717638238041,25
1717638238046,29
1717638238047,23.5
1717638238058,22
1717638238059,37.33333333
1717638238060,28
1717638238063,25
1717638238064,33
1717638238065,34
1717638238066,27.5
1717638238075,26
1717638238080,46
1717638238088,25.71428571
1717638238092,34.8
1717638238093,33
1717638238098,30.6
1717638238099,36.25
1717638238101,38
1717638238103,26
1717638238109,66.66666667
1717638238115,31.5
1717638238116,30.66666667
1717638238126,36.75
1717638238127,39
1717638238129,33.16666667
1717638238130,102
1717638238133,34
1717638238136,31.33333333
1717638238139,29.66666667
1717638238146,28
1717638238147,49.6
1717638238148,48
1717638238162,36
1717638238163,46.5
1717638238164,34
1717638238166,65.6
1717638238167,36.6
1717638238168,29
1717638238169,95
1717638238172,60
1717638238179,54
1717638238196,62.6
1717638238197,68.33333333
1717638238198,60.33333333
1717638238231,29
1717638238232,30.71428571
1717638238233,26
1717638238258,44.9
1717638238259,27.5
1717638238260,38.25
1717638238262,37
1717638238263,27.5
1717638238264,37.5
1717638238267,34.5
1717638238281,30.44444444
1717638238282,33
1717638238285,34
1717638238298,34
1717638238299,41.42857143
1717638238304,37
1717638238309,23.25
1717638238310,15
1717638238312,28
1717638238315,34
1717638238319,46.66666667
1717638238325,33.4
1717638238329,59
1717638238331,57
1717638238332,91
1717638238339,55
1717638238340,53
1717638238341,58
1717638238346,42
1717638238347,41
1717638238348,40
1717638238350,38
1717638238388,32.41176471
1717638238394,26
1717638238399,25.5
1717638238400,36.75
1717638238402,45
1717638238414,26.5
1717638238416,29
1717638238423,26.75
1717638238424,28
1717638238427,35
1717638238435,31.83333333
1717638238442,32.46153846
1717638238445,39.5
1717638238447,38.33333333
1717638238452,36
1717638238457,21.5
1717638238462,41
1717638238471,32.2
1717638238472,31
1717638238473,30
1717638238474,48.5
1717638238475,39
1717638238479,42.4
1717638238480,41
1717638238488,46.75
1717638238489,42
1717638238496,25
1717638238503,20.83333333
1717638238504,34
1717638238511,22
1717638238514,50.66666667
1717638238521,31.2
1717638238527,29
1717638238528,33.66666667
1717638238530,45.5
1717638238531,42
1717638238533,34
1717638238538,61
1717638238541,29
1717638238545,34.5
1717638238549,28
1717638238556,27.28571429
1717638238559,27.33333333
1717638238567,40
1717638238568,42
1717638238569,54.66666667
1717638238573,43.4
1717638238574,33
1717638238577,33
1717638238580,23
1717638238586,22
1717638238587,34
1717638238592,36.2
1717638238594,35
1717638238599,42
1717638238603,32
1717638238604,25
1717638238607,27.6
1717638238608,25
1717638238610,28.85714286
1717638238613,36
1717638238616,36.66666667
1717638238629,42.90909091
1717638238630,22
1717638238633,21.8
1717638238634,24
1717638238636,22
1717638238641,23.25
1717638238649,21
1717638238652,29.33333333
1717638238653,32.6
1717638238655,37
1717638238658,34
1717638238659,33
1717638238660,32
1717638238663,42
1717638238664,55
1717638238665,40
1717638238666,39
1717638238667,38
1717638238668,51
1717638238670,42
1717638238673,50
1717638238674,41
1717638238676,26.5
1717638238692,29.75
1717638238693,27
1717638238705,48.75
1717638238719,35.44444444
1717638238720,30.6
1717638238724,32.75
1717638238725,38
1717638238748,23.83333333
1717638238750,24
1717638238751,20
1717638238758,28
1717638238759,36.33333333
1717638238760,53
1717638238763,35
1717638238769,34
1717638238771,32.88888889
1717638238778,25.75
1717638238786,30.16666667
1717638238795,26.28571429
1717638238796,44
1717638238803,30
1717638238804,19
1717638238813,34.28571429
1717638238817,34.57142857
1717638238819,32
1717638238820,31
1717638238822,31
1717638238825,27
1717638238840,24
1717638238851,29.33333333
1717638238852,34.125
1717638238853,29
1717638238864,32.8
1717638238880,26.90909091
1717638238882,34
1717638238886,29
1717638238888,41
1717638238897,19.5
1717638238898,26
1717638238899,30
1717638238906,21.5
1717638238912,30.85714286
1717638238913,27
1717638238914,30.33333333
1717638238915,32
1717638238916,31
1717638238923,22
1717638238924,23
1717638238926,21
1717638238929,37.7
1717638238936,31
1717638238940,27
1717638238943,24
1717638238947,28.27272727
1717638238966,34.66666667
1717638238967,31.66666667
1717638238975,29.88888889
1717638238976,36
1717638238977,24
1717638238989,29
1717638239000,22.57142857
1717638239001,22.70588235
1717638239002,22
1717638239012,20
1717638239013,29
1717638239016,36.5
1717638239018,36
1717638239022,30.375
1717638239023,30
1717638239024,31.36363636
1717638239027,26.75
1717638239032,29
1717638239052,24.85714286
1717638239053,25
1717638239054,26
1717638239055,25
1717638239063,21
1717638239064,21
1717638239074,37
1717638239076,34.75
1717638239079,33
1717638239080,31.47058824
1717638239084,42
1717638239085,41
1717638239103,25.5
1717638239111,38.5
1717638239112,38.66666667
1717638239126,44.4
1717638239131,35
1717638239143,24.33333333
1717638239144,24
1717638239149,30
1717638239150,29.22222222
1717638239158,34.33333333
1717638239166,26
1717638239168,32.2
1717638239178,28
1717638239179,26.25
1717638239180,26
1717638239191,23
1717638239193,23
1717638239205,21.26666667
1717638239206,21.9
1717638239214,31
1717638239216,30
1717638239217,29
1717638239225,24.5
1717638239226,25.8
1717638239228,26
1717638239229,26
1717638239230,145
1717638239245,127.6666667
1717638239246,127.8
1717638239249,123
1717638239250,122.9090909
1717638239257,116.6666667
1717638239258,116
1717638239372,29.5
1717638239373,29
1717638239374,29.75
1717638239375,31.2
1717638239401,34.33333333
1717638239402,33.88888889
1717638239403,33.8
1717638239407,30
1717638239435,33.5
1717638239436,36.66666667
1717638239437,37.6
1717638239467,22
1717638239468,21
1717638239470,18
1717638239473,28.11111111
1717638239475,41
1717638239488,25
1717638239489,26.5
1717638239492,31
1717638239501,25
1717638239502,28.57142857
1717638239513,31.25
1717638239523,26.75
1717638239526,25
1717638239527,24
1717638239530,25
1717638239532,23
1717638239542,18
1717638239545,26
1717638239550,24.25
1717638239551,22
1717638239555,23.75
1717638239560,25
1717638239571,21
1717638239572,27.28571429
1717638239575,26.55555556
1717638239576,25.33333333
1717638239581,20.71428571
1717638239585,18
1717638239592,21
1717638239598,27
1717638239601,27
1717638239602,26.81818182
1717638239603,25
1717638239613,22.8
1717638239625,21
1717638239628,23.21428571
1717638239629,28
1717638239633,23.33333333
1717638239634,26
1717638239646,24
1717638239647,23
1717638239652,26.64285714
1717638239653,30
1717638239656,27
1717638239657,26
1717638239658,25
1717638239660,24.2
1717638239670,19.57142857
1717638239676,26
1717638239677,25
1717638239678,24
1717638239683,34.46153846
1717638239685,32
1717638239687,31.5
1717638239688,29
1717638239691,26.75
1717638239702,82
1717638239707,74
1717638239717,64.14285714
1717638239718,68.1
1717638239720,67
1717638239779,22
1717638239781,20
1717638239784,31.57142857
1717638239787,35
1717638239801,23.57142857
1717638239806,43
1717638239811,38
1717638239813,36
1717638239814,35
1717638239821,28
1717638239822,27.84210526
1717638239828,28
1717638239849,23.04761905
1717638239851,29.75
1717638239856,27
1717638239863,20
1717638239870,23
1717638239873,25
1717638239874,35.5
1717638239883,32.9
1717638239893,32
1717638239896,29
1717638239899,26
1717638239913,34
1717638239914,33
1717638239915,32
1717638239920,27
1717638239925,33.875
1717638239947,48.5
1717638239966,29.8
1717638239994,21.66666667
1717638239995,23.125
1717638239996,26.4
1717638239997,29
1717638240014,29
1717638240015,32
1717638240019,23
1717638240020,26.44444444
1717638240021,26
1717638240025,59.125
1717638240026,58
1717638240040,38
1717638240042,36.5
1717638240047,32.85
1717638240077,31
1717638240078,30.33333333
1717638240079,29.46666667
1717638240084,24.91666667
1717638240085,24
